Product Name,Price,Company Name,Product Type,Category,Product Property
Water Soluble Ammonium Dihydrogen Phosphate Powder Agricultural Grade Fertilizer 12 61,US$ 900-1600 / Ton (FOB Price),"Dadao Chemicals Co., Ltd.",fertilizers,Chemical,
High Purity Carbamide White Granular Prilled Urea 46% Nitrogen Fertilizer,US$ 350-400 / Ton (FOB Price),"Qingdao Henry Industry Co., Ltd.",fertilizers,Chemical,
Chemicals Potassium Nitrate Kno3 Agricultural Fertilizer Grade with K2o 46.5% White Crystal Powder Factory Price,US$ 780-800 / Ton (FOB Price),"Shandong Xuke Chemical Technology Co., Ltd",fertilizers,Chemical,
Small Granule EDDHA Fe Water Soluble Fertilizer Organic Fertilizer,US$ 4-5 / kg (FOB Price),"Hebei Enge Biotech Co., Ltd.",fertilizers,Chemical,
Hot Sale 17.17.17+Te NPK Granular Compound Water Soluble Complex Fertilizer,US$ 400-500 / Ton (FOB Price),"Hebei Zhouhu Trade Co., Ltd.",fertilizers,Chemical,
Controlled Release Complex Coupound NPK Fertilizer for Agricultural NPK Chemical Fertilizer Granular,US$ 278-983 / Ton (FOB Price),"SHANDONG MINGYU CHEMICAL CO.,LTD",fertilizers,Chemical,
Nitrate Nitrogen Formula Mixed NPK Fertilizers Solubility Compound Fertilizers Chemical Fertilizers,US$ 359-639 / Ton (FOB Price),"HUBEI KAILONG CHUXING CHEMICAL INDUSTRY GROUP CO., LTD.",fertilizers,Chemical,
Amino Humic Balls Chemical Vitamin Fertilizer Water Soluble Organic Chemicals Best Price,US$ 150 / Ton (FOB Price),"Shijiazhuang Lemandou Chemicals Co., Ltd.",fertilizers,Chemical,
import Mineral Source Fulvic acid Humic Acid Organic Fertilizer,US$ 0.95-1.45 / kg (FOB Price),"Qingdao Develop Chemistry Co., Ltd.",fertilizers,Chemical,
High Quality Industrial / Fertilizer Grade Potassium Nitrate Chemicals CAS 7757-79-1,US$ 1000 / Ton (FOB Price),"Wuhan Kangzheng Science and Technology Co., Ltd.",fertilizers,Chemical,
DAP 15420 Diammonium Phosphate Fertilizer,US$ 300-400 / Piece (FOB Price),"Shandong Yurun Chemical Co., Ltd.",fertilizers,Chemical,
Manufacturers Directly Supply Chemical Reagents Ammonium Sulfate Nitrogen Fertilizer/Urea,US$ 180 / Ton (FOB Price),"Hebei Fuzhe Laize Industrial Co., Ltd",fertilizers,Chemical,
100% Water Soluble Chemicals Organic Foliar Fertilizer Formulation Used in Agriculture,US$ 5.7-6 / kg (FOB Price),"Qingdao Haidelong Biotechnology Co., Ltd.",fertilizers,Chemical,
CAS 7601-54-9 Tsp Trisodium Phosphate Fertilizer,US$ 450-550 / Ton (FOB Price),"Jinan ZZ International Trade Co., Ltd.",fertilizers,Chemical,
Straight Agent Fertilizer Map Fertilizer 12-61-0 Price Mono Ammonium Phosphate Monoammonium Phosphate Price Nh4h2po4,US$ 900-1600 / Ton (FOB Price),"Dadao Chemicals Co., Ltd.",fertilizers,Chemical,
Agricultural Fertilizers Chemical 10-45-10 Phosphate Promote Flower Organic NPK Agro,US$ 350 / Ton (FOB Price),"Hebei Debien Technology Co., Ltd.",fertilizers,Chemical,
Factory Supply Phosphate Fertilizer Sodium Hexameta Phosphate CAS 10124-56-8,US$ 2-6 / kg (FOB Price),COLORCOM LTD.,fertilizers,Chemical,
Mono Ammonium Phosphate Map 12-61-00 Chemical Fertilizer,US$ 650-900 / Ton (FOB Price),"Jiangsu Tiandong Biotechnology Co., Ltd.",fertilizers,Chemical,
NPK 16 1616 Chemical Compound Fertilizer 16-16-16 Prices,US$ 400-405 / Ton (FOB Price),"Shijiazhuang Han Hao Trade Co., Ltd.",fertilizers,Chemical,
Manufacturer Price Potassium Nitrate Powder Fertilizer for Agriculture CAS 7757-79-1 Potassium Nitrate,US$ 780-800 / Ton (FOB Price),"Shandong Xuke Chemical Technology Co., Ltd",fertilizers,Chemical,
"Urea, Urea 46, Chemical Fertilizer",US$ 1 / Bag (FOB Price),Puyer Biopharma Ltd.,fertilizers,Chemical,
Agriculture DAP Fertilizer Brown/Yellow Granular Diammonium Phosphate DAP 18-46-0 Phosphate,US$ 485-535 / Ton (FOB Price),"Xingtai Ruijin Import and Export Co., Ltd.",fertilizers,Chemical,
High Quality EDDHA-Fe 6% Ortho-Ortho 4.8 5.4 Iron Fertilizer,US$ 4-5 / kg (FOB Price),"Hebei Enge Biotech Co., Ltd.",fertilizers,Chemical,
NPK Granular Chemical Fertilizer Fully Water-Soluble for Agriculture,US$ 220-360 / Ton (FOB Price),"Bolin International Trade (Tianjin) Co., Ltd.",fertilizers,Chemical,
Hot Sale Urea 46% Fertilizer Price 50kg Bag Fertilizer,US$ 350-400 / Ton (FOB Price),"Qingdao Henry Industry Co., Ltd.",fertilizers,Chemical,
Ammonium Chloride Granulesr N25% (GAS) Chemical Fertilizer,US$ 110-170 / Ton (FOB Price),"JIANGXI ZHANHONG AGRICULTURAL DEVELOPMENT CO., LTD.",fertilizers,Chemical,
Hot Sale Water Soluble Fertilizer Mono Ammonium Phosphate Map 12 61 0 Fertilizer in 25kg and 1000kg Bags,US$ 350-500 / Ton (FOB Price),"Hebei Zhouhu Trade Co., Ltd.",fertilizers,Chemical,
Agricultural 15.15.15 Granular Compound Fertilizer NPK 15-15-15 50 Kg Bag Price,US$ 310-469 / Ton (FOB Price),"Shijiazhuang Han Hao Trade Co., Ltd.",fertilizers,Chemical,
CHICO Bio Cut Bioliogical Organic Powder Fertilizer for Soil-Born Disease control and Nematodes control,US$ 1-10 / Kilo Liter (FOB Price),"Chico Crop Science Co., Ltd.",fertilizers,Chemical,
Seaweed Extract Organic Liquid Foliar Fertilizer,US$ 1.6-1.8 / L (FOB Price),"Qingdao Haidelong Biotechnology Co., Ltd.",fertilizers,Chemical,
Manufacture Chemical Granulees Wsf Powder Water Soluble NPK 30-10-10 Fertilizer,US$ 200-400 / Ton (FOB Price),"Jilu Henghua (Hebei) Technology Co., Ltd",fertilizers,Chemical,
Chemical NPK Compound Fertilizer Agriculture Grade for Plants Manufacturer in China,US$ 300-800 / Ton (FOB Price),"VIZDA INDUSTRIAL CO., LIMITED",fertilizers,Chemical,
NPK Compound Fertilizer Micronutrients Compound Fertilizer for Fruits Vegetables,US$ 350 / Ton (FOB Price),"Hebei Debien Technology Co., Ltd.",fertilizers,Chemical,
Hot Sale 17.17.17+Te NPK Granular Compound Water Soluble Complex Fertilizer,US$ 219-339 / Ton (FOB Price),"Xingtai Ruijin Import and Export Co., Ltd.",fertilizers,Chemical,
"Ammonium Sulfate, Chemical Fertilizer CAS: 7783-20-2",US$ 1 / Bag (FOB Price),Puyer Biopharma Ltd.,fertilizers,Chemical,
Granular Fertilizer Powder Water Soluble Fertilizer Foliar NPK Fertilizer with Chemical,US$ 600-1200 / Ton (FOB Price),"SHANDONG MINGYU CHEMICAL CO.,LTD",fertilizers,Chemical,
NPK 12-6-22+3MGO+B 12-12-17 NPK Compound Fertilizer,US$ 102-105 / Ton (FOB Price),"Shijiazhuang Han Hao Trade Co., Ltd.",fertilizers,Chemical,
Suitable for Grain Crops Chemical Fertilizer Water Soluble Compound Fertilizer,US$ 329-589 / Ton (FOB Price),"HUBEI KAILONG CHUXING CHEMICAL INDUSTRY GROUP CO., LTD.",fertilizers,Chemical,
Organic Raw Materials Plant Animal Source Amino Acid Powder Fertilizer,US$ 0.8-2.7 / kg (FOB Price),"Qingdao Haidelong Biotechnology Co., Ltd.",fertilizers,Chemical,
"NPK Water Soluble Fertilizer Chemical Formula 15-15-15, Imported Fertilizer Prices",US$ 750-850 / Ton (FOB Price),"Qingdao Hibong Industrial Technology Co., Ltd.",fertilizers,Chemical,
Amino Humic Shiny Balls Chemical Vitamin Fertilizer Water Soluble Agriculture Plant Extract Organic,US$ 150 / Ton (FOB Price),"Shijiazhuang Lemandou Chemicals Co., Ltd.",fertilizers,Chemical,
Agriculture Chemicals Fertilizer Potassium Nitrate (NOP) Potassium Nitrate Chemicals,US$ 1000 / Ton (FOB Price),"Wuhan Kangzheng Science and Technology Co., Ltd.",fertilizers,Chemical,
organic fertilizer plant potassium fertilizer containing humic acid flakes fertilizer company,US$ 0.45-0.6 / kg (FOB Price),"Qingdao Develop Chemistry Co., Ltd.",fertilizers,Chemical,
"NPK 15-15-15, 16-16-16 17-17-17, 20-20-20 NPK Compound Fertilizer",US$ 400-800 / Ton (FOB Price),"Shandong Yurun Chemical Co., Ltd.",fertilizers,Chemical,
Factory Hot Selling NPK Compound Fertilizer 15-15-15,US$ 300-320 / Ton (FOB Price),"Jinan ZZ International Trade Co., Ltd.",fertilizers,Chemical,
Nitrogen Fertilizer Granular N21% Ammonium Sulphate Agricultural Grade Fertilizer,US$ 120-160 / Ton (FOB Price),"Xingtai Ruijin Import and Export Co., Ltd.",fertilizers,Chemical,
Chinese Price Amino Humic Acid Balls Organic Fertilizer NPK 12-3-3,US$ 0.15-0.42 / kg (FOB Price),"Shijiazhuang Han Hao Trade Co., Ltd.",fertilizers,Chemical,
Agriculture Potassium Fertilizer Sop Potassium Sulphate Potash,US$ 520 / Ton (FOB Price),"Dadao Chemicals Co., Ltd.",fertilizers,Chemical,
Chelated Iron EDDHA-Fe Ortho 2.5 3.6 4.8 5.4 Enge Fertilizer,US$ 4-5 / kg (FOB Price),"Hebei Enge Biotech Co., Ltd.",fertilizers,Chemical,
High Effective Nitrogen Fertilizer Calcium Ammonium Nitrate CAS 15245-12-2,US$ 90-120 / kg (FOB Price),COLORCOM LTD.,fertilizers,Chemical,
99% High Purity Potassium Sulphate K2o 50%-52% Sop Water Soluble Fertilizer,US$ 460-520 / Ton (FOB Price),"Hebei Zhouhu Trade Co., Ltd.",fertilizers,Chemical,
Factory High Quality Agricultural Granular Ammonium Sulphate Fertilizer,US$ 240-290 / Ton (FOB Price),"Qingdao Henry Industry Co., Ltd.",fertilizers,Chemical,
Qingdao Sonef Chemical Co Ltd Manufacturer Water Soluble Chemical NPK Compound Fertilizer,US$ 500-1200 / Ton (FOB Price),Qingdao Sonef Chemical Company Limited,fertilizers,Chemical,
Chemical Fertilizer Compound Fertilizer NPK Bulk Blending,US$ 200-400 / Ton (FOB Price),"Jilu Henghua (Hebei) Technology Co., Ltd",fertilizers,Chemical,
"NPK Water Soluble Chemical Fertilizer 30-10-10, Fertilizer NPK Fertilizer Prices",US$ 750-850 / Ton (FOB Price),"Qingdao Hibong Industrial Technology Co., Ltd.",fertilizers,Chemical,
Mixed Chemical Water Soluble NPK Compound Fertilizer for Agriculture,US$ 206-900 / Ton (FOB Price),"SHANDONG MINGYU CHEMICAL CO.,LTD",fertilizers,Chemical,
Ammonium Nitrate Fertilizer Chemical Compound Fertilizer Soluble NPK Fertilizers,US$ 349-659 / Ton (FOB Price),"HUBEI KAILONG CHUXING CHEMICAL INDUSTRY GROUP CO., LTD.",fertilizers,Chemical,
Factory Directly Supply High Quality Chemical Fertilizer Ammonium Sulphate SA Hot Sale,US$ 255-300 / Ton (FOB Price),"Shijiazhuang Lemandou Chemicals Co., Ltd.",fertilizers,Chemical,
Ammonium Sulphate Granular Fertilizer NPK21-0-0 24s Bulk Nitrogen Fertilizer,US$ 280-350 / Ton (FOB Price),"AEGLE GREEN FERTILIZER CO.,LTD",fertilizers,Chemical,
Factory Manufacture Fish Protein Fertilizer 15-1-1,US$ 3350-3380 / Ton (FOB Price),"Sichuan Shihong Technology Co., Ltd",fertilizers,Chemical,
fertilizers agricultural fertilizer import biological source Fulvic acid Humic Acid Organic Fertilizer,US$ 0.45-0.8 / kg (FOB Price),"Qingdao Develop Chemistry Co., Ltd.",fertilizers,Chemical,
Hot Sale Agricultural NPK Fertilizer 30-10-10 and 17-17-17 NPK Compound Chemicals for Fruits & Vegetables,US$ 290-680 / Ton (FOB Price),"Bolin International Trade (Tianjin) Co., Ltd.",fertilizers,Chemical,
Factory Fertilizer Agricultural Grade High Quality Polymer Coated Urea for Free Sample,US$ 220-240 / Ton (FOB Price),"Shandong Yurun Chemical Co., Ltd.",fertilizers,Chemical,
Slow-Released Polymer Coated Urea Sulfur Coated Urea Fertilizer,US$ 210 / Ton (FOB Price),"Jinan ZZ International Trade Co., Ltd.",fertilizers,Chemical,
DAP Fertilizer 18-46 Diammonium Phosphate Compound Fertilizer,US$ 300-600 / Ton (FOB Price),"Dadao Chemicals Co., Ltd.",fertilizers,Chemical,
"Bio Fertilizer EDDHA Fe 6%, EDDHA Fe Small Granule Big Granule. O-O 1.8, 2.0, 2.8, 3.0, 3.6, 4.0, 4.8",US$ 4-5 / kg (FOB Price),"Hebei Enge Biotech Co., Ltd.",fertilizers,Chemical,
CHICO Chemical Fomesafen 16% + Quizalofop-P-ethyl 6% 22%EC High efficacy Soybean field selective Agrochemical Pesticide,US$ 1-20 / kg (FOB Price),"Chico Crop Science Co., Ltd.",herbicides,Chemical,
Agricultural Chemicals Herbicides Weedicide Weed Killer Price Diquat-Dibromide 10%SL,US$ 1-10 / kg (FOB Price),"Greenriver Industry Co., Ltd.",herbicides,Chemical,
CAS: 34256-82-1 Agricultural Chemicals Herbicide Weed Killer Acetochlor 95%Tc,US$ 1-20 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Supplier Low Price Oxadiazole Chemical Herbicide 98%Tc,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Chemical Agrochemical Herbicide Glyphosate 480g/L Weedicides in Agriculture,US$ 1-2.8 / Piece (FOB Price),"Anhui Shinecare Co., Ltd.",herbicides,Chemical,
Agriculture Chemical Flazasulfuron 98%Tc 25%Wdg Herbicide Control of Barnyardgrass and Foxtail Grass,US$ 65-95 / kg (FOB Price),"Zhengzhou Delong Chemical Co., Ltd.",herbicides,Chemical,
Plant protection chemicals herbicide Bispyribac-sodium 40%SC,,"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Herbicide Pesticide Chlorpropham 2.5% Dp for Agriculture Chemicals,US$ 1-100 / kg (FOB Price),Sino Agro-Chemical Industry Ltd.,herbicides,Chemical,
CAS: 71283-80-2 Agricultural Chemicals Herbicide Weed Killer Fenoxaprop-P-Ethyl 10% Ec,US$ 1-50 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
"Molotus Agricultural Chemicals Fluometuron 97%Tc, 50%Sc, 80%Wdg Herbicide",US$ 1-10 / kg (FOB Price),"Shanghai Molotus Chemical Co., Ltd.",herbicides,Chemical,
Regent Chemical High-Quality Herbicide for Weeding 95% Tc 50% SL Glufosinate,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
"Agricultural chemicals herbicides 2,4-Dichlorophenoxyacetic Acid (2,4-D) 96% TC",,"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Agricultural chemicals herbicide Pendimethalin 450g/L CS,US$ 1-20 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical High Effective Crop Protection Hexazinone 75% Wdg Herbicide Manufacturer,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Agricultural Chemicals Broad Spectrum Herbicide Weed Killer Imazamox 98% Tc 4%SL,US$ 1-6 / Liter (FOB Price),"Shijiazhuang Awiner Biotech Co., Ltd.",herbicides,Chemical,
Agricultural Herbicide Chemicals for Annual Broadleaf Weeds in Wheat Fields 24D+Florasulam Se,US$ 1.62-2.13 / L (FOB Price),"Shijiazhuang Pomais Technology Co., Ltd.",herbicides,Chemical,
Chemical Intermediate Herbicide CAS 590-28-3,,"Shandong Zhishang New Materials Co., Ltd",herbicides,Chemical,
Agricultural Chemicals Herbicide Atrazine 80% Wp Weed Killer CAS: 1912-24-9,US$ 1-20 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Highly Effective Herbicide Glyphosate 75.7% Gr Sg 75.7 Wdg Granule Agricultural Chemical,US$ 2-4 / kg (FOB Price),"Anhui Yier Agrochemical Co., Ltd",herbicides,Chemical,
Agriculture Chemical Linuron 97%Tc 410g/L Sc with Good Quality Herbicide,US$ 10-65 / kg (FOB Price),"Zhengzhou Delong Chemical Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical Agrochemical Herbicide Pesticide Trifloxysulfuron 75%Wdg,US$ 1-5 / kg (FOB Price),"Greenriver Industry Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical Top Sale Ofr Herbicide Penoxsulam 98%Tc,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Ruigreat Chemical Agrochemical Herbicide of High Quality of Glufosinate-Ammonium 88% Sg,US$ 8-15 / kg (FOB Price),"Hebei Senton International Trading Co., Ltd.",herbicides,Chemical,
Agricultural Chemicals Herbicide Glyphosate 75.7% Wdg Weed Killer Agrochemical Herbicide,US$ 1-50 / kg (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
"Ruigreat Chemical Herbicide for High Quality Chlorimuron Ethyl 96%Tc, 25%Wp, 50%Wp, 60%Wp, 25%Wdg, 60%Wdg, 75% Wdg",US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Agricultural Chemicals Herbicide 48% 480g/L SL Glyphosate Ipa Salt Weed Killer,US$ 1-4.8 / liter (FOB Price),"Anhui Yier Agrochemical Co., Ltd",herbicides,Chemical,
Glufosinate-P 20% SL (Glufosinate-p ammonium 21.9%) high efficiency chemical non-selective,US$ 1-20 / Liter (FOB Price),"Chico Crop Science Co., Ltd.",herbicides,Chemical,
Pendimethalin 450g/L CS Agricultural Chemicals Weedicide Cotton Potato Peanut Field Herbicide,US$ 1-20 / Liter (FOB Price),"Chico Crop Science Co., Ltd.",herbicides,Chemical,
Agricultural Chemicals Weed Killer Agrochemical Pesticide Herbicide Quinclorac 250g/L Sc,US$ 1-20 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical Pesticide Bensulfuron-Methyl 60% Wdg Herbicide,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Factory Supply Bulk Price Herbicide Paraquat 420g/L Tk,US$ 1-20 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Agriculture Chemicals Weed Killer Agrochemical Pesticide Herbicide Penoxsulam 25g/L Od,US$ 1.87-15.7 / L (FOB Price),"Shijiazhuang Pomais Technology Co., Ltd.",herbicides,Chemical,
Bensulfuron Methyl Agricultural Chemicals Herbicide 10% Wp Bensulfuron,US$ 2-15 / kg (FOB Price),"Hebei Hontai Biotech Co., Ltd.",herbicides,Chemical,
"Herbicide 2,4-D 720G/L SL for weed control",US$ 1-8 / Piece (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
"Prometryn 50%Sc, 500g/Lsc, 25% Wp, Herbicide CAS 7287-19-6",US$ 3-4 / liter (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Most Popular Herbicide Glyphosate 62ipa 95%Tc Glyphos SL Ipa Glyfosato CAS#1071-83-6,US$ 500-1200 / Ton (FOB Price),Lonwin Industry Group Limited,herbicides,Chemical,
Agricultural Chemical Herbicide Sulcotrione 98%TC CAS 99105-77-8,,Hangzhou Tianlong Biotechnology Co Ltd,herbicides,Chemical,
Molotus Herbicide Insecticide Fungicide Pesticide List Chemical,US$ 1-8 / kg (FOB Price),"Shanghai Molotus Chemical Co., Ltd.",herbicides,Chemical,
Chemical Product Pesticide Flazasulfuron 98%Tc Herbicides for Agriculture CAS104040-78-0,US$ 550-565 / kg (FOB Price),"Zhengzhou Delong Chemical Co., Ltd.",herbicides,Chemical,
China Manufacturer Plant Growth Regulator 400g/L SL Ethephon Herbicide for Cottonwood Trees,US$ 1-2 / Liter (FOB Price),"Greentree Chemical Co., LIMITED",herbicides,Chemical,
High Standard Herbicide Glyphosate Dimethyl Chemical Agriculture,US$ 1-4 / kg (FOB Price),"Anhui Yier Agrochemical Co., Ltd",herbicides,Chemical,
Chemical Herbicide N- (Phosphonomethyl) Glycine 2-Propylamine CAS 38641-94-0,US$ 20-50 / kg (FOB Price),"Wuhan Palm-Leaf Biotechnology Co., Ltd.",herbicides,Chemical,
CAS: 81335-77-5 Agricultural Chemicals Herbicide Weed Killer Imazethapyr 70% Wp,US$ 1-20 / kg (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
"Lawn Grass Killer Agricultural Chemicals Crop Protection 2, 4-D Amine 72% SL Herbicide",US$ 1-4 / Liter (FOB Price),"Shijiazhuang Awiner Biotech Co., Ltd.",herbicides,Chemical,
Factory Price Agricultural Chemicals Weed Killer Mcpa 13%SL Herbicide,US$ 1-5 / L (FOB Price),"Greenriver Industry Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical Agrochemical Pesticide Bensulfuron-Methyl 60% Wdg Agricultural Chemicals Weed Killer Bensulfuron-Methyl 60%Wdg/Wg,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
"Chemicals Herbicide 2, 4-D Dimethyl Amine Salt 720g/L SL",US$ 1-8 / L (FOB Price),"Hebei Tangyun Biotech Co., Ltd.",herbicides,Chemical,
Herbicide Trifloxysulfuron 75% WG for Cotton & Sugarcane Field,US$ 3 / KG (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Low Price with Herbicide Hexazinone 98%Tc 25%SL 75%Wdg CAS 51235-04-2,US$ 500-1200 / Ton (FOB Price),Lonwin Industry Group Limited,herbicides,Chemical,
CAS: 71283-80-2 Agricultural Chemicals Herbicide Weed Killer Fenoxaprop-P-Ethyl 11% Ew,US$ 1-20 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
"Ruigreat Chemical Selective Herbicide Mesotrione 480g/L 75 G/L 95% Tc, 75% Wdg, 25% Od, 15% Sc for Maize",US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Penoxsulam 2.5% + Quinclorac 22.5% Sc rice field chemical herbicide broad spectrum,US$ 1-20 / Liter (FOB Price),"Chico Crop Science Co., Ltd.",herbicides,Chemical,
Glufosinate-p 20% SL non-selective chemical herbicide weed killer,US$ 1-20 / Liter (FOB Price),"Chico Crop Science Co., Ltd.",herbicides,Chemical,
"Herbicide Acetochlor (900g/l EC, 500g/l EC, 95% TC)",US$ 0.5-3.5 / L (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Agricultural Chemicals Herbicide50 Wp Thidiazuro,US$ 2-15 / kg (FOB Price),"Hebei Hontai Biotech Co., Ltd.",herbicides,Chemical,
Dimethenamid 33% Ec Herbicide for Pre-Emergence Weed Control Agricultural Chemicals Herbicide Weed Killer,US$ 3.32-15.32 / L (FOB Price),"Shijiazhuang Pomais Technology Co., Ltd.",herbicides,Chemical,
Agricultural Chemical Pyribenzoxim 10% OD Selective Herbicide Rice Herbicide,,Hangzhou Tianlong Biotechnology Co Ltd,herbicides,Chemical,
Herbicide Weedicide Isoproturon 50% Wp 98%Tc CAS 34123-59-6,US$ 500-1200 / Ton (FOB Price),Lonwin Industry Group Limited,herbicides,Chemical,
Agricultural Chemicals Weed Killer Agrochemical Pesticide Herbicide Diuron 80%Wdg,US$ 1-20 / kg (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical High Quality Herbicide of Mestrione 98%Tc,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Propanil 36%EC 48%EC 80%WDG 97%TC herbicide,,"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
CAS: 81335-77-5 Agricultural Chemicals Herbicide Weed Killer Imazethapyr 70% Wdg/Wg,US$ 1-20 / kg (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
"New Products Pesticide Herbicide 2, 4-D Weed Killer Chemicals China Supplier",US$ 1-4 / Liter (FOB Price),"Shijiazhuang Awiner Biotech Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical Agrochemical Herbicide of High Quality of Glufosinate-Ammonium 88% Sg Made in China,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
High quality Femclorim 98% TC Herbicide antidode,US$ 1-1000 / kg (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Clodinafop-Propargyl 4.5% + Isoproturon 55.5% WP Wheat Field chemical Herbicide,US$ 1-20 / kg (FOB Price),"Chico Crop Science Co., Ltd.",herbicides,Chemical,
"Herbicide Atrazine 80%Wg, 80%Wp Agricultural Chemicals",US$ 1-10 / kg (FOB Price),"Shanghai Molotus Chemical Co., Ltd.",herbicides,Chemical,
High Quality Agricultural Chemicals Herbicides Weedicide Weed Killer Liquid Bentazone 480g/L SL,US$ 1-10 / Liter (FOB Price),"Greenriver Industry Co., Ltd.",herbicides,Chemical,
Best Price Agriculture Chemical Tribenuron-Methyl 95%Tc 75%Wdg Herbicides for Agriculture CAS101200-48-0,US$ 30-80 / kg (FOB Price),"Zhengzhou Delong Chemical Co., Ltd.",herbicides,Chemical,
Agricultural chemicals Pesticide herbicide Bromacil 10% + Tebuthiuron 10% GR,US$ 1-20 / kg (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Ruigreat Chemical Herbicide of Top Sale for Alachlor96% Tc,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
"Pesticide MCPA 500g/L Ec Herbicide for Agriculture Use, Agrochemical",US$ 1-10 / liter (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
Tribenuron-Methyl Agricultural Chemicals Herbicide 75%Wdg 10% Wp Tribenuron,US$ 2-15 / kg (FOB Price),"Hebei Hontai Biotech Co., Ltd.",herbicides,Chemical,
Industrial Chemical Raw Material 99% Isopropyl Alcohol Ipa for Cleaning Degreaser,US$ 800-950 / Ton (FOB Price),"Henan Brilliant Biotech Co., Ltd.",herbicides,Chemical,
Global Demand Hot Sale Chemical Product Wholesale Chemical Manufacture Price Bulk 70% 75% 99% Ipa Liquid,US$ 0.79-1.49 / kg (FOB Price),"ZIBO ANQUAN CHEMICAL CO., LTD.",herbicides,Chemical,
,,,herbicides,Chemical,
Agricultural Chemicals Herbicide CAS No. 77182-82-2 Glufosinate Ammonium 200 G/L SL,US$ 1-5 / L (FOB Price),"Greentree Chemical Co., LIMITED",herbicides,Chemical,
Agricultural Chemicals herbicide Fenoxaprop-P-Ethyl + Mefenpyr-Diethyl 120g/L+33g/L Ec,US$ 1-50 / liter (FOB Price),"Nanjing Essence Fine-Chemical Co., Ltd.",herbicides,Chemical,
Weedicides in Agriculture Herbicide Glyphosate 480g/L Chemical Agrochemical with GMP,US$ 1-2.8 / Piece (FOB Price),"Anhui Shinecare Co., Ltd.",herbicides,Chemical,
RUIGREAT CHEMICAL wholesale price herbicide tribenuron methyl 75 wdg tribenuron-methyl 75%wdg 75% wdg 250kg,US$ 0.5-1.5 / kg (FOB Price),"RUIGREAT CHEMICAL CO., LIMITED",herbicides,Chemical,
Herbicide Trifloxysulfuron 75% WDG Used for Cotton Field Sugarcane Field,US$ 6 / KG (FOB Price),"Shanghai Bosman Industrial Co., Ltd.",herbicides,Chemical,
